0,0,157000,32
-1665,23880,166939,33
-4793,47123,174394,32
-8953,71201,173565,32
-13193,95016,176464,32
-18196,119432,175636,31
-21892,144325,170252,32
-25885,167437,176050,31
-29739,194034,169424,31
-32627,217312,169424,31
-35618,240824,169838,31
-38727,265060,169838,31
-42076,289016,174394,32
-47232,312900,177707,31
-51475,337457,172737,31
-55244,360857,173151,31
-59917,389309,173151,31
-63846,412930,173979,31
-67858,436290,174394,31
-72253,460822,175222,29
-76560,485617,170666,27
-77829,510487,154100,25
-75085,534746,137535,23
-68370,557709,120969,23
-55370,586405,107302,22
-42398,607100,95706,22
-27443,626415,86595,22
-11262,644061,79140,22
6210,660788,74584,23
23636,676490,71271,23
42955,692232,65473,23
62968,706667,59261,24
81460,718570,55120,24
102185,731044,52221,25
122939,742988,52221,26
143419,754919,53463,27
163712,767627,59261,28
183046,781331,65473,29
202135,797351,72100,29
220588,813737,73342,29
247844,838605,74584,30
265170,854778,75827,31
282578,871575,77898,31
299419,888934,84938,32
314310,907681,93221,32
328709,927723,96120,32
342407,947957,98605,32
355795,968688,100676,32
376019,1002144,104817,32
387669,1023064,108130,32
398891,1044769,110615,32
409354,1066307,113100,32
419574,1088502,114757,32
429907,1111181,111443,31
441661,1132599,104817,31
453757,1153548,104403,31
473903,1188471,104817,31
485358,1208939,109787,32
495505,1230628,112272,31
506719,1252059,106888,31
518465,1273207,105645,29
530673,1294655,105231,28
543988,1314831,90736,26
560475,1332840,74999,24
597151,1357340,42281,23
620509,1366001,29857,23
643675,1372042,21574,23
667236,1376293,14119,23
691049,1378776,6664,23
715225,1379457,-1203,23
739635,1378398,-6173,24
763993,1376482,-10315,25
809036,1372712,-4931,26
832723,1371914,-375,27
856664,1372320,3765,28
880311,1373869,10806,29
904231,1377458,17018,29
928776,1381781,17846,29
953539,1386274,18261,30
978029,1390901,19089,30
1024290,1400062,20331,31
1047967,1405019,20745,31
1071633,1410026,21160,31
1095433,1415546,26958,32
1118645,1423166,34412,32
1142000,1431865,36897,32
1164680,1440957,39382,32
1186872,1450584,42281,32
1231687,1472397,48079,32
1253533,1483878,46008,31
1276093,1493876,39796,31
1298460,1503089,38554,31
1321176,1512090,36897,31
1343344,1520477,35655,32
1364421,1529582,46422,32
1386361,1540882,46008,31
1434685,1561472,38140,31
1457657,1570491,36897,32
1479121,1579936,46837,32
1500737,1591326,50150,32
1521516,1603227,53463,31
1542757,1614792,45594,31
1564552,1625286,44352,31
1586688,1635633,42695,31
1637334,1657640,39382,31
1658490,1666580,43523,32
1459725,1728488,-103911,30
1469261,1705243,-125861,27
1475946,1682505,-130417,27
1481992,1658831,-132073,28
1488159,1635693,-131245,29
1495075,1613798,-121306,29
1503804,1591238,-119235,29
1512927,1569098,-116750,29
1536854,1515828,-113023,29
1547541,1493583,-111780,29
1558325,1471657,-110952,29
1569116,1450281,-109295,30
1580216,1429063,-108467,30
1591628,1407734,-107225,30
1603393,1386597,-105982,30
1615618,1365159,-104740,30
1646569,1312779,-102669,29
1659092,1292368,-101013,29
1671909,1272141,-100184,29
1685047,1251830,-98942,29
1698477,1231711,-97699,29
1712507,1211112,-96871,28
1725647,1189658,-108053,28
1736745,1167890,-111366,29
1773635,1121070,-63739,28
1793673,1105447,-70366,27
1811664,1088919,-77820,26
1828481,1070865,-86517,25
1843216,1051386,-98114,25
1855871,1031061,-104740,25
1867141,1010213,-110124,25
1877351,988556,-115922,26
1905277,931781,-104740,26
1917750,909641,-107225,26
1929075,887991,-110538,27
1940087,866728,-108053,27
1951050,845715,-110124,27
1961926,823834,-111780,27
1972263,801964,-113851,28
1982784,780182,-110952,28
2011394,718576,-115922,29
2021571,697993,-105982,30
2033540,677253,-103497,30
2046082,656569,-101427,30
2059094,636177,-99356,30
2072755,615624,-97285,30
2086710,595270,-96871,30
2100674,575218,-96043,30
2140758,519775,-92730,30
2155373,500499,-91487,30
2170356,481197,-90659,30
2185499,462021,-89831,30
2200720,442906,-89831,30
2216019,423854,-89002,30
2231168,405308,-88174,30
2246868,608487,-241408,29
2226583,594935,-262944,27
2205197,583634,-267499,27
2183383,573181,-271227,27
2161954,563639,-272055,28
2140435,553705,-270812,28
2118429,543659,-272055,28
2096912,533725,-267499,29
2032476,495817,-258388,29
2011992,482950,-257974,29
1991860,469984,-256317,29
1971646,456696,-255903,29
1951761,443355,-254247,29
1931611,429535,-253418,29
1910990,415106,-253004,29
1890655,401124,-257560,28
1825041,366872,-270398,29
1804437,356192,-261701,30
1783221,343586,-259630,30
1762022,330482,-257974,30
1741204,317227,-256731,30
1720744,303869,-255903,31
1700640,290416,-254661,31
1680865,276912,-253832,31
1617334,230917,-249277,31
1597538,215775,-248448,30
1578400,200980,-248034,30
1559417,185987,-246792,30
1540590,170798,-245549,30
1521953,155376,-244307,30
1503510,139723,-243064,30
1484727,123342,-242236,29
1424913,69997,-240580,29
1407229,53852,-239751,29
1389551,37340,-238509,29
1372045,20645,-237266,29
1354363,3430,-236852,28
1335587,-12943,-248448,28
1315756,-27632,-252176,28
1296877,-41137,-249277,29
1235906,-95357,-236852,29
1218152,-112497,-240580,28
1199113,-128192,-248448,28
1179766,-142713,-251347,28
1160218,-156542,-253832,28
1141113,-169726,-250933,29
1122553,-184462,-244721,29
1104206,-200227,-241822,29
1040875,-258420,-237681,29
1023508,-275260,-236438,29
1006474,-292089,-235610,29
989459,-309284,-234367,29
972660,-326690,-233125,29
955557,-344818,-232297,29
938301,-362799,-237266,28
919895,-378862,-245549,28
853303,-431343,-248448,29
835081,-446497,-243064,30
816333,-462918,-241408,30
797919,-479349,-240994,30
779805,-495749,-240165,30
762058,-512187,-238923,31
744644,-528623,-238095,31
727208,-545390,-236852,30
664208,-609207,-233953,30
859526,-612973,-389672,29
844059,-593486,-412036,26
831504,-573674,-417006,27
819166,-553437,-415763,27
806425,-532587,-415763,28
793712,-512584,-414521,28
780999,-492580,-414935,29
767910,-474014,-404581,29
707906,-403806,-397127,29
691373,-385815,-396298,29
675025,-368317,-395470,29
658497,-350991,-394642,29
641636,-333644,-393399,29
624718,-316699,-391743,29
607240,-299623,-390914,29
589464,-282504,-390500,29
