rows: 336
2931,-32,-2484
13663,-645,-9111
26985,-2396,-16151
42347,-5316,-20293
58198,-8279,-16151
74424,-10431,-9939
91243,-11565,-3727
108827,-12148,-3727
126642,-13022,-6626
144905,-14528,-9525
162923,-16033,-6212
179283,-16559,0
195885,-15982,7454
213373,-14091,14080
230954,-11090,19464
249053,-6942,25262
267161,-1842,28990
285102,3821,32717
302059,10092,38515
317892,17174,45556
333404,25466,52182
348867,34838,55495
364910,44665,54253
380146,53941,56323
394338,63483,62121
407911,73886,68748
421818,85819,72475
435761,98085,71647
449696,110358,74132
462129,122454,80344
473571,135163,86970
484992,148864,87384
496626,162384,84485
508549,175651,84899
519547,188749,89869
529652,202242,96081
539111,216781,103122
547375,231752,110576
554430,247060,117617
560522,263300,124657
565358,279703,132112
568967,296418,139567
571329,313601,147435
572338,330671,154890
571984,347768,163173
570286,364538,171042
567187,381354,179324
562724,399128,183052
558010,416837,183466
553031,433709,188436
547167,450033,194648
540447,465492,201688
532471,480619,209143
523263,495317,217012
512884,509519,223638
501107,523875,227780
488586,538244,229436
475875,552114,233163
463189,564651,239376
449448,576772,244760
435009,588449,247245
419965,600150,248901
404847,611349,252629
390149,621011,259255
375062,629570,265467
358544,638056,267124
341860,646752,265053
325135,655890,263396
308660,664976,264639
293004,672998,269608
276706,680242,274992
260027,686558,280376
242193,692554,282447
224134,698644,280790
206127,704888,281619
188896,710364,285760
170971,715215,289073
152747,719893,288659
134107,724907,287417
115709,729883,288245
97896,734182,292801
80129,737533,297770
61548,740489,298185
43005,743670,296114
24048,747312,294871
6023,750613,297770
-12105,753286,300670
-31230,755906,300255
-50076,758750,298599
-68906,761689,299427
-86846,763936,304397
-104151,765135,308952
-122452,766094,307710
-140723,767507,305639
-158274,768710,309781
-175129,768988,315165
-191968,768198,322205
-210197,766330,325932
-228644,764194,325932
-246317,761792,330488
-263094,758478,337114
-279367,754080,344155
-296737,748242,347882
-314256,742084,347882
-331462,735777,351610
-347400,728933,357822
-362421,721284,364862
-377069,712460,372317
-391018,702569,379772
-404570,691355,386398
-418072,678965,390125
-431063,666042,395509
-442541,653038,402550
-452871,639410,410004
-462169,625059,417459
-470598,609620,424914
-478564,592847,428227
-486237,575936,429055
-492992,559694,434853
-498681,543307,441065
-503292,526585,447278
-507444,508736,448520
-511760,490675,446864
-515985,473094,449348
-519309,455572,455561
-521406,438845,461773
-522577,421048,466329
-523478,402989,465500
-524509,384692,466743
-524889,367350,472127
-524247,350260,477925
-522534,332261,482066
-520516,314047,481652
-518494,296079,484137
-515748,278457,489521
-512184,262231,496147
-507367,245823,503602
-501352,229815,511057
-494116,214052,518097
-485637,198641,524724
-476102,183860,532178
-465643,170024,540047
-454318,157212,547502
-441687,144972,554956
-428087,133435,561168
-413126,122028,564896
-397947,110911,564482
-382842,99693,564896
-368365,89700,570694
-353918,81016,577734
-338911,73338,583947
-322543,65656,583947
-306532,57795,581048
-290253,49378,581462
