83239,3251,814
97588,4990,407
85219,-2962,0
85219,-2962,0
85219,-2962,0
46330,-17218,407
85219,-28222,-814
110986,-37689,0
110986,-37689,0
110986,-37689,0
111738,-34525,-814
97864,-36151,407
83715,-40828,-814
83715,-40828,0
55692,-40803,0
82963,-43942,-814
134498,-62874,-814
109482,-50244,0
137505,-50269,0
136753,-53433,-814
98340,-39290,-407
46053,-26547,407
44826,-20244,-407
97864,-32849,-407
46330,-13917,-407
7165,-2937,0
8668,-9265,-814
74076,-29823,-407
9420,-6101,-814
-3225,-1424,-407
-55235,17620,-407
-81002,27087,-407
-93648,31763,-814
-119415,41230,-814
-145183,50696,-814
-145183,50696,-814
-119415,41230,-814
-119415,41230,-814
-80527,26974,-407
-93648,31763,-814
-119415,41230,-814
-119415,41230,-814
-119415,41230,-814
-145183,50696,-814
-145183,50696,-814
-184110,64845,-407
-222524,78988,-814
-196756,69522,-814
-222524,78988,-814
-247539,91619,0
-249043,97946,0
-235170,89993,-407
-248291,94782,-814
-209878,77387,407
-224028,72711,-814
-211382,68034,-407
-198260,63244,0
-222050,78865,0
-196282,69399,-814
-196282,69399,-814
-196282,69399,-814
-222050,78865,-814
-222050,78865,-814
-247817,88332,-814
-273584,97798,-814
-273584,97798,0
-247817,88332,-814
-273584,97798,-814
-286230,102475,-407
-325119,116731,-814
-299352,107264,-814
-299352,107264,-814
-338240,121520,-407
-337765,121407,-407
-364008,127735,407
-350886,126197,-814
-389775,140453,-407
-428940,151432,0
-415542,146668,-407
-376654,132411,0
-377406,135575,0
-378157,132411,-814
-366263,121319,407
-394286,124596,-407
-458467,148205,-814
-432198,145125,0
-443816,137260,-407
-456462,141937,-814
-444568,130844,407
-457966,129331,0
-471087,134121,-407
-457214,132495,0
-484485,129356,0
-458718,119890,-814
-471839,124454,407
-458718,122916,-814
-458718,122916,-814
-432950,126055,0
-459720,116529,-814
-472366,121206,-407
-432449,116642,0
-377907,116642,-814
-300605,88243,-814
-287959,80315,407
-287959,83567,-407
-339494,102499,-407
-326372,97710,-814
-340245,96084,407
-339770,99223,-407
-327124,94546,-814
-378659,113479,-814
-391780,118268,-407
-379885,110488,-814
-393006,115278,-407
-405652,119954,-814
-405652,119954,-814
-405652,119954,-814
-405652,119954,-814
-392531,115165,-407
-393006,115278,-407
-354117,101022,-814
-341471,96345,-407
-354117,101022,-814
-354117,101022,-814
-354117,101022,-814
-354117,101022,-814
-379885,110488,-814
-354117,101022,-814
-328350,91555,-814
-354117,101022,-814
-367239,105811,-407
-367239,105811,-407
-379885,110488,-814
-354117,101022,-814
-354117,101022,-814
-340996,96232,-407
-354117,101022,-814
-354117,101022,-814
-340720,105786,407
-341471,108950,407
-301079,104274,-814
-236898,80664,-407
-249544,85341,0
-263418,86967,-407
-276063,91643,-814
-263418,86967,-407
-250296,82177,-814
-237650,77500,-407
-237175,77387,-407
-250296,82177,-814
-224529,72711,-814
-224529,72711,-814
-238402,71085,407
-250283,63131,0
-261900,74249,-407
-273795,85341,814
-274797,85282,0
-260924,83656,-407
-301053,94748,0
-273306,98000,0
-258405,102815,-407
-258681,96512,407
-245283,98025,-814
-296818,116958,-814
-296818,116958,0
