2198,-31,-2899,28
27094,-3550,-20707,29
56849,-9224,-11596,29
89454,-12203,-7454,29
122602,-14541,-6626,29
154794,-16545,-5798,29
186519,-18121,-4141,29
218507,-19280,-2899,29
250751,-20080,-2070,29
283978,-20630,-1242,29
316474,-20999,-828,29
347994,-21098,414,29
379758,-20835,1242,29
411764,-20404,1656,29
444499,-19726,2484,29
477475,-18873,2899,29
509717,-18005,2899,29
541217,-16862,4141,28
573197,-15504,4555,28
605676,-15411,-9111,26
637512,-22685,-38101,24
666072,-37071,-55909,23
691255,-55573,-72475,23
713720,-78012,-84071,23
734312,-103457,-93182,24
753547,-129347,-94839,24
771526,-156121,-100637,25
788128,-183202,-101465,25
804588,-210938,-105607,26
821083,-238938,-103536,27
838222,-266259,-100223,28
856310,-292666,-95667,28
875291,-317505,-83243,29
897486,-340567,-78687,29
920297,-363022,-77445,29
943948,-386017,-77031,29
967341,-408575,-76616,30
990611,-430555,-74546,30
1014445,-452285,-73717,30
1038211,-473728,-73303,30
1062384,-495448,-72889,31
1087012,-517393,-72475,31
1111203,-538726,-71647,31
1135451,-559622,-70404,31
1159871,-580316,-69990,32
1184624,-599406,-56737,31
1212046,-617284,-65020,31
1237181,-637104,-66263,32
1263420,-654094,-53010,31
1289579,-672090,-64606,31
1314727,-691094,-65020,31
1340705,-711024,-65849,29
1366434,-731273,-68334,27
1388876,-755027,-93182,25
1404738,-782766,-116789,24
1414240,-813553,-135011,24
1419824,-846053,-145365,24
1422063,-878220,-154476,25
1422330,-909739,-155718,25
1422134,-941747,-159446,26
1421875,-973755,-158203,26
1420955,-1006973,-160688,27
1420521,-1039222,-157375,28
1421348,-1070975,-153233,29
1423764,-1102144,-141637,29
1429566,-1133621,-137082,29
1436303,-1166162,-136253,29
1442923,-1197979,-136668,29
1449412,-1229822,-137082,29
1455851,-1260928,-136253,29
1462372,-1292266,-136668,30
1468992,-1324083,-136253,30
1475779,-1356364,-136668,30
1482251,-1387961,-137496,30
1488447,-1419365,-137910,31
1494644,-1450769,-137496,32
1501906,-1480670,-124243,32
