0,0,0
0.8636,5.5484,0
1.7121,10.4851,0
2.5496,16.1902,0
3.2537,22.1592,0
3.6867,27.1985,0
3.9628,33.0788,0
3.9069,39.0153,0
3.7648,44.9997,0
3.5696,50.8847,0
3.2157,56.8117,0
3.227,61.8367,0
4.7929,67.4656,0
7.7652,72.5675,0
10.9475,76.5578,0
15.3026,80.4712,0
20.2706,83.7635,0
24.7671,86.129,0
30.2008,88.3921,0
35.9365,90.0969,0
40.8304,91.1616,0
45.7925,92.0062,0
50.7751,92.7185,0
55.7783,93.2696,0
60.7328,94.0053,0
65.6366,95.0219,0
71.4691,96.3697,0
77.0638,97.8598,0
82.6603,99.6907,0
88.3116,101.6654,0
93.877,103.5017,0
99.8316,104.1562,0
105.6396,103.2433,0
111.1082,101.3538,0
115.6379,99.164,0
119.8837,96.5111,0
124.4199,92.8775,0
128.5546,88.6219,0
131.8118,84.7527,0
135.3365,79.9767,0
138.0903,75.7638,0
140.6878,71.3672,0
143.8397,66.3353,0
146.624,62.0835,0
149.4728,57.8455,0
152.889,53.1101,0
156.5085,48.4656,0
160.258,43.7996,0
164.1582,39.5225,0
168.4774,35.3782,0
172.25,32.0463,0
176.7857,28.3702,0
180.6505,25.5013,2
185.3179,22.5635,0
189.093,19.2381,0
192.9259,14.9027,0
196.1776,9.9703,0
198.3905,5.4783,0
199.9692,0.6922,0
200.5029,-5.169,0
200.7589,-11.069,0
200.2245,-17.0308,0
199.0214,-22.8678,0
197.2706,-28.3593,0
195.3744,-32.9954,0
193.1869,-37.6083,0
190.3645,-42.7762,0
187.851,-47.109,0
185.2881,-51.6383,0
182.8685,-56.8678,0
180.8295,-62.3658,0
179.2529,-67.1197,1
177.5914,-72.614,0
176.2331,-78.268,0
175.2704,-83.258,0
174.4627,-89.0645,0
173.892,-94.8024,0
173.5501,-99.8242,0
173.1822,-105.6764,0
172.9476,-110.4352,2
172.9565,-115.9286,0
172.2809,-120.9128,0
170.3481,-126.4348,0
167.3107,-131.528,0
164.1931,-135.5388,0
160.081,-139.7835,0
155.5786,-143.5747,0
151.4276,-146.3757,0
146.2908,-149.4962,0
141.7978,-151.7615,0
137.2253,-153.8067,0
132.6314,-155.9223,0
128.124,-158.1068,0
123.6076,-160.3837,0
122.693,-160.8492,1
117.5947,-163.7928,0
112.6887,-166.9136,0
107.761,-170.2685,0
103.1258,-173.9373,0
98.7253,-177.813,0
94.4362,-181.9879,0
90.4445,-186.2828,0
86.6255,-190.7328,0
83.3732,-194.5742,0
79.6137,-199.1051,0
75.9896,-203.6531,0
72.1766,-208.267,0
68.3075,-212.6412,0
64.4911,-216.9315,0
60.4541,-221.2854,0
56.6206,-225.7546,0
52.8917,-230.2166,0
49.0724,-234.6663,0
45.2917,-239.2121,0
41.7632,-243.8039,0
40.5489,-245.3044,2
36.9671,-249.7609,0
33.4019,-254.4453,0
30.7143,-258.4678,2
27.2341,-263.0019,0
23.827,-267.8321,0
20.8264,-272.7849,0
20.8264,-272.7849,2
17.957,-277.4738,0
15.3068,-282.6187,0
13.4566,-288.0534,0
13.4566,-288.0534,2
11.7214,-293.7241,0
9.4657,-298.2434,0
6.0472,-302.9712,0
1.8075,-307.1879,0
-2.2015,-310.1877,0
-7.1521,-313.418,0
-12.4521,-316.0868,0
-15.1474,-317.1775,1
-16.0832,-317.5352,1
-16.9997,-317.8747,1
-21.8046,-319.529,0
-22.7632,-319.82,1
-23.7735,-320.1085,1
-24.7412,-320.3676,1
-29.6269,-321.5755,0
-35.4067,-322.3683,0
-40.5343,-322.4237,0
-45.4779,-321.6674,0
-50.993,-319.571,0
-56.0329,-316.4458,0
-59.971,-313.3132,0
-64.1578,-309.2445,0
-67.9632,-304.7243,0
-71.3236,-299.8592,0
-73.932,-295.5843,0
-76.2535,-291.1183,0
-78.8165,-285.871,0
-81.1956,-281.4634,0
-83.6643,-277.1053,0
-86.7255,-272.1613,0
-90.0957,-267.3931,0
-93.7662,-262.7898,0
-97.6794,-258.3924,0
-101.9664,-254.3917,0
-106.2554,-250.4288,0
-110.224,-246.1315,0
-112.6436,-240.7292,0
-113.6984,-235.8389,0
-114.0864,-230.0164,0
-113.6616,-224.2213,0
-112.6819,-219.2115,0
-110.9389,-213.6414,0
-108.5793,-208.3288,0
-106.1455,-203.9521,0
-103.466,-199.7209,0
-99.9902,-194.9074,0
-96.8071,-190.9456,0
-93.1137,-186.2985,0
-89.6645,-181.4957,0
-86.845,-177.3555,0
-83.7724,-172.4764,0
-80.9461,-167.4502,0
-78.132,-162.1946,0
-75.5928,-156.8843,0
-73.4703,-151.4968,0
-71.4611,-145.8577,0
-69.6172,-140.3174,0
-69.6172,-140.3174,2
-68.346,-135.178,0
-65.9084,-129.8,0
-63.2161,-125.5783,0
-59.5659,-120.993,0
-55.3424,-116.9315,0
-50.5265,-113.6085,0
-46.0941,-111.2758,0
-40.622,-109.0514,0
-35.1131,-107.5312,0
-29.2374,-106.5278,0
-23.3288,-105.9565,0
-17.516,-105.8528,0
-12.4878,-106.0814,0
-7.443,-106.4438,0
-1.6069,-106.6376,0
4.3058,-106.6224,0
9.401,-106.2863,0
14.9973,-105.7739,0
17.86,-105.4296,1
18.8521,-105.2901,1
19.8441,-105.1506,1
24.8171,-104.3778,0
30.44,-103.2186,0
