28779,-1745,-12116,30,0
76795,-5145,-2019,31,0
126640,-5547,403,31,0
175958,-3554,7673,30,0
222842,-1849,-403,30,0
270231,-701,5250,31,0
320566,-701,-5250,31,0
367236,-607,5654,31,0
414500,3026,9693,31,0
514278,16404,16962,31,1
607590,26239,4038,30,1
657541,29978,10904,31,0
704342,35773,13731,30,0
750683,38583,-1615,28,0
802935,31148,-26655,25,0
847629,13939,-46849,23,0
888479,-11981,-66235,23,0
928379,-50158,-86429,23,0
957754,-91333,-103796,23,0
980914,-134920,-112681,24,0
1003971,-191752,-124394,25,0
1019593,-239087,-126009,26,0
1034640,-286609,-126817,28,0
1051864,-341386,-126413,29,0
1070139,-387499,-112278,31,0
1092695,-430576,-105412,31,0
1121667,-477300,-97738,31,0
1149541,-517738,-95719,31,0
1177812,-556697,-92891,31,0
1206498,-594435,-91276,31,0
1241829,-639390,-89660,31,0
1272106,-676812,-88449,31,0
1302357,-712990,-86429,31,0
1339650,-756331,-85622,30,0
1365821,-797601,-115509,26,0
1377616,-843009,-147819,24,0
1375166,-900378,-174879,23,0
1361546,-947565,-195476,23,0
1341054,-992199,-204766,24,0
1309039,-1043073,-221728,25,0
1278065,-1084289,-221325,27,0
1248972,-1124162,-218901,28,0
1213411,-1175027,-217286,29,0
1186305,-1217151,-211228,30,0
1164547,-1259266,-198304,31,0
1142234,-1314816,-192245,31,0
1110375,-1406182,-189014,31,1
1096204,-1451162,-186187,31,0
1079096,-1509549,-184976,31,0
1066150,-1556165,-183360,31,0
1054457,-1602608,-180129,31,0
1038040,-1659923,-189822,30,0
1024415,-1705071,-182956,31,0
1012100,-1750846,-183764,31,0
997364,-1809877,-179321,31,0
986670,-1858062,-178514,31,0
977097,-1905237,-175686,31,0
976528,-1908362,-174475,31,2
1191632,-1757607,-331583,31,0
1163891,-1753127,-328756,32,0
1119155,-1746642,-328352,31,0
1070895,-1738948,-331583,32,0
1009425,-1727358,-334006,32,0
963137,-1718340,-332795,32,0
915151,-1709092,-333603,33,0
851910,-1696372,-334410,33,0
805898,-1688560,-327544,33,0
758894,-1682423,-326737,34,0
693265,-1678804,-312601,33,0
646117,-1679824,-311389,33,0
599709,-1681109,-311389,33,0
552077,-1682333,-311793,33,0
487843,-1684242,-310582,33,0
441479,-1686651,-307351,32,0
394924,-1689921,-306947,32,0
328188,-1695284,-305331,32,0
282249,-1700005,-302504,33,0
236437,-1705838,-300485,33,0
169744,-1715840,-298061,32,0
123049,-1724004,-295638,32,0
78040,-1733192,-292407,32,0
-33644,-1760970,-287157,32,1
-77295,-1773623,-284733,32,0
-140307,-1793976,-281098,31,0
-186137,-1810224,-279079,31,0
-229278,-1826706,-276252,31,0
-272405,-1841800,-284733,30,0
-324444,-1857112,-286349,30,2
-88851,-1981335,-439015,31,0
-90004,-1977856,-439419,32,0
-104277,-1936771,-436188,33,0
-120214,-1892907,-436591,33,0
-136138,-1848518,-436995,32,0
-160473,-1779371,-437803,32,0
-176554,-1734260,-436188,33,0
-193186,-1689609,-434976,33,0
-219613,-1622021,-432957,33,0
-239240,-1579141,-423667,33,0
-261428,-1540037,-415590,33,0
-301564,-1480458,-408320,32,0
-330370,-1442198,-405089,31,0
-359784,-1405649,-401858,31,0
-393249,-1343189,-442246,30,0
-408499,-1299857,-432553,31,0
-427991,-1256111,-426091,32,0
-462856,-1191352,-417609,31,0
